Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
82,HP,HPQ,Technology,"Computers, Office Equipment",yes,no,no,no,-19.0,no,yes,no,yes,yes,yes,58000,29569.7,53718.0,-14.6,3263.0,4.2,37004.0,Enrique J. Lores,U.S.,Palo Alto,California,https://www.hp.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",36539.0,2024-08-05
83,United Airlines Holdings,UAL,Transportation,Airlines,yes,no,no,yes,13.0,yes,no,no,yes,yes,no,103300,15705.9,53717.0,19.5,2618.0,255.2,71104.0,J. Scott Kirby,U.S.,Chicago,Illinois,https://www.united.com,Public,"Market value as of July 15, 2024.",14573.0,2024-08-05
84,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,7.0,yes,no,no,yes,no,no,34825,11612.9,53354.7,13.1,397.2,253.1,12499.0,George L. Holm,U.S.,Richmond,Virginia,https://www.pfgc.com,Public,"Figures are for fiscal year ended June 30, 2023. Excise taxes have been deducted. Market value as of July 15, 2024.",9951.0,2024-08-05
85,Tyson Foods,TSN,"Food, Beverages & Tobacco",Food Production,no,no,no,no,-5.0,no,yes,no,yes,no,no,139000,20928.3,52881.0,-0.8,-648.0,-120.0,36251.0,Donnie D. King,U.S.,Springdale,Arkansas,https://www.tysonfoods.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",20461.0,2024-08-05
86,American Airlines Group,AAL,Transportation,Airlines,yes,no,no,yes,3.0,yes,no,no,yes,no,no,132100,10050.5,52788.0,7.8,822.0,547.2,63058.0,Robert D. Isom,U.S.,Fort Worth,Texas,https://www.aa.com,Public,"Market value as of July 15, 2024.",6947.0,2024-08-05
87,Liberty Mutual Insurance Group,,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-1.0,no,yes,no,yes,no,no,45000,,52612.0,5.3,213.0,-48.6,165208.0,Timothy M. Sweeney,U.S.,Boston,Massachusetts,https://www.libertymutual.com,Private,Includes revenues from discontinued operations.,,2024-08-05
88,Nike,NKE,Apparel,Apparel,yes,no,no,yes,5.0,yes,no,no,yes,yes,no,83700,142391.2,51217.0,9.6,5070.0,-16.1,37531.0,John J. Donahoe II,U.S.,Beaverton,Oregon,https://investors.nike.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",107632.0,2024-08-05
89,Oracle,ORCL,Technology,Computer Software,yes,no,yes,yes,12.0,yes,no,no,yes,yes,no,164000,345240.8,49954.0,17.7,8503.0,26.6,134384.0,Safra A. Catz,U.S.,Austin,Texas,https://www.oracle.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of July 15, 2024.",394281.0,2024-08-05
90,Enterprise Products Partners,EPD,Energy,Pipelines,yes,no,no,yes,-18.0,no,yes,no,yes,no,no,7500,63269.4,49715.0,-14.6,5532.0,0.8,70982.0,A. James Teague/W. Randall Fowler,U.S.,Houston,Texas,https://www.enterpriseproducts.com,Public,"A partnership. Market value as of July 15, 2024.",64278.0,2024-08-05
91,Capital One Financial,COF,Financials,Commercial Banks,yes,yes,no,no,15.0,yes,no,no,yes,yes,yes,51987,56891.2,49484.0,29.0,4887.0,-33.6,478464.0,Richard D. Fairbank,U.S.,McLean,Virginia,https://www.capitalone.com,Public,"Market value as of July 15, 2024.",55230.0,2024-08-05
92,Plains GP Holdings,PAGP,Energy,Pipelines,yes,no,no,yes,-18.0,no,yes,no,yes,no,no,4200,3597.5,48712.0,-15.1,198.0,17.9,28597.0,Wilfred C.W. Chiang,U.S.,Houston,Texas,https://www.plains.com,Public,"A partnership. Market value as of July 15, 2024.",3862.0,2024-08-05
93,World Kinect,WKC,Energy,Energy,yes,no,no,yes,-23.0,no,yes,no,yes,no,no,5289,1583.0,47710.6,-19.2,52.9,-53.6,7375.3,Michael J. Kasbar,U.S.,Miami,Florida,https://www.world-kinect.com,Public,"Market value as of July 15, 2024.",1579.0,2024-08-05
94,AIG,AIG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-18.0,no,yes,no,yes,no,no,25200,53230.1,46802.0,-17.1,3643.0,-64.5,539306.0,Peter S. Zaffino,U.S.,New York,New York,https://www.aig.com,Public,"Market value as of July 15, 2024.",51514.0,2024-08-05
95,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,yes,no,no,no,5.0,yes,no,no,yes,yes,no,79100,263758.6,45754.0,6.4,10714.0,12.3,97703.0,James R. Quincey,U.S.,Atlanta,Georgia,https://www.coca-colacompany.com,Public,"Market value as of July 15, 2024.",273167.0,2024-08-05
96,TIAA,,Financials,"Insurance: Life, Health (Mutual)",no,no,yes,no,7.0,yes,no,no,yes,yes,no,16023,,45734.8,11.8,-1408.9,-385.4,629369.9,Thasunda Brown Duckett,U.S.,New York,New York,https://www.tiaa.org,Private,"Not a mutual company, but reports financial data according to statutory accounting.",,2024-08-05
97,CHS,,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,-7.0,no,yes,no,yes,no,no,10609,,45590.0,-4.6,1900.4,13.2,18957.4,Jay D. Debertin,U.S.,Inver Grove Heights,Minnesota,https://www.chsinc.com,Private,"A cooperative. Figures are for fiscal year ended Aug. 31, 2023.",,2024-08-05
98,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,yes,no,no,no,-3.0,no,yes,no,yes,yes,no,34100,109911.1,45006.0,-2.5,8025.0,26.8,95159.0,Christopher S. Boerner,U.S.,Princeton,New Jersey,https://www.bms.com,Public,"Market value as of July 15, 2024.",81388.0,2024-08-05
99,Dow,DOW,Chemicals,Chemicals,yes,no,no,no,-24.0,no,yes,no,yes,yes,yes,35900,40740.3,44622.0,-21.6,589.0,-87.1,57967.0,James R. Fitterling,U.S.,Midland,Michigan,https://www.dow.com,Public,"Market value as of July 15, 2024.",37463.0,2024-08-05
100,Best Buy,BBY,Retailing,Specialty Retailers: Other,yes,no,yes,yes,-6.0,no,yes,no,yes,yes,no,85000,17667.7,43452.0,-6.1,1241.0,-12.5,14967.0,Corie S. Barry,U.S.,Richfield,Minnesota,https://www.investors.bestbuy.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",18444.0,2024-08-05
101,Thermo Fisher Scientific,TMO,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-4.0,no,yes,no,yes,yes,no,122000,221622.5,42857.0,-4.6,5995.0,-13.7,98726.0,Marc N. Casper,U.S.,Waltham,Massachusetts,https://www.thermofisher.com,Public,"Market value as of July 15, 2024.",207913.0,2024-08-05
102,Massachusetts Mutual Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",no,no,no,yes,2.0,yes,no,no,yes,yes,no,11323,,42641.4,5.9,-771.6,-152.0,397895.0,Roger W. Crandall,U.S.,Springfield,Massachusetts,https://www.massmutual.com,Private,"Figures are for fiscal year ended Dec. 31, 2022.",,2024-08-05
103,USAA,,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,11.0,yes,no,no,yes,yes,no,37376,,42493.4,17.1,1213.5,,211637.6,Wayne Peacock,U.S.,San Antonio,Texas,https://www.usaa.com,Private,"A mutual company, not a stock company. It is grouped with stock companies because it reports according to Generally Accepted Accounting Principles.",,2024-08-05
104,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,1.0,yes,no,no,yes,yes,no,111600,77506.3,42272.0,7.3,3315.0,-2.2,54810.0,Phebe N. Novakovic,U.S.,Reston,Virginia,https://www.gd.com,Public,"Market value as of July 15, 2024.",78309.0,2024-08-05
105,Travelers,TRV,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,7.0,yes,no,no,yes,yes,no,33133,52731.0,41364.0,12.1,2991.0,5.2,125978.0,Alan D. Schnitzer,U.S.,New York,New York,https://www.travelers.com,Public,"Market value as of July 15, 2024.",48867.0,2024-08-05
106,Warner Bros. Discovery,WBD,Media,Entertainment,no,no,no,no,12.0,yes,no,no,yes,no,no,35300,21298.5,41321.0,22.2,-3126.0,,122757.0,David M. Zaslav,U.S.,New York,New York,https://wbd.com,Public,"Market value as of July 15, 2024.",18181.0,2024-08-05
107,U.S. Bancorp,USB,Financials,Commercial Banks,yes,no,no,no,42.0,yes,no,no,no,yes,no,75465,69656.5,40624.0,48.3,5429.0,-6.8,663491.0,Andrew J. Cecere,U.S.,Minneapolis,Minnesota,https://www.usbank.com,Public,"Market value as of July 15, 2024.",66086.0,2024-08-05
108,Abbott Laboratories,ABT,Health Care,Medical Products and Equipment,yes,no,no,no,-9.0,no,yes,no,yes,yes,no,114000,197221.0,40109.0,-8.1,5723.0,-17.5,73214.0,Robert B. Ford,U.S.,Abbott Park,Illinois,https://www.abbott.com,Public,"Market value as of July 15, 2024.",179113.0,2024-08-05
109,Northrop Grumman,NOC,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,4.0,yes,no,no,yes,yes,no,101000,70908.8,39290.0,7.3,2056.0,-58.0,46544.0,Kathy J. Warden,U.S.,Falls Church,Virginia,https://www.northropgrumman.com,Public,"Market value as of July 15, 2024.",63920.0,2024-08-05
110,Northwestern Mutual,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,no,1.0,yes,no,no,yes,yes,no,8239,,38788.1,5.1,711.4,-22.0,358828.6,John E. Schlifske,U.S.,Milwaukee,Wisconsin,https://www.northwesternmutual.com,Private,"Figures are for fiscal year ended Dec. 31, 2022. Source: S&P Global.",,2024-08-05
111,Dollar General,DG,Retailing,Specialty Retailers: Other,yes,no,no,yes,-3.0,no,yes,no,yes,no,no,185800,34281.9,38691.6,2.2,1661.3,-31.2,30795.6,Todd J. Vasos,U.S.,Goodlettsville,Tennessee,https://www.dollargeneral.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",27918.0,2024-08-05
112,PBF Energy,PBF,Energy,Petroleum Refining,yes,no,no,yes,-20.0,no,yes,no,yes,no,no,3776,6860.3,38324.8,-18.2,2140.5,-25.6,14387.8,Matthew C. Lucey,U.S.,Parsippany,New Jersey,https://www.pbfenergy.com,Public,"Excise taxes have been deducted. Market value as of July 15, 2024.",4790.0,2024-08-05
113,Uber Technologies,UBER,Technology,Internet Services and Retailing,yes,no,no,no,14.0,yes,no,no,yes,yes,no,30400,160258.1,37281.0,17.0,1887.0,,38699.0,Dara Khosrowshahi,U.S.,San Francisco,California,https://www.uber.com,Public,"Market value as of July 15, 2024.",151051.0,2024-08-05
114,Honeywell International,HON,Industrials,Industrial Machinery,yes,no,no,no,1.0,yes,no,no,yes,yes,no,95000,133860.3,36662.0,3.4,5658.0,13.9,61525.0,Vimal Kapur,U.S.,Charlotte,North Carolina,https://www.honeywell.com,Public,"Market value as of July 15, 2024.",140474.0,2024-08-05
115,Mondelez International,MDLZ,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,16.0,yes,no,no,yes,yes,no,91000,94253.4,36016.0,14.4,4959.0,82.5,71391.0,Dirk Van de Put,U.S.,Chicago,Illinois,https://www.mondelezinternational.com,Public,"Market value as of July 15, 2024.",86317.0,2024-08-05
116,Starbucks,SBUX,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,9.0,yes,no,no,yes,yes,no,381000,103471.8,35975.6,11.6,4124.5,25.7,29445.5,Rachel Ruggeri,U.S.,Seattle,Washington,https://www.starbucks.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",82404.0,2024-08-05
117,Qualcomm,QCOM,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-19.0,no,yes,no,yes,yes,no,50000,188938.8,35820.0,-19.0,7232.0,-44.1,51040.0,Cristiano R. Amon,U.S.,San Diego,California,https://www.qualcomm.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",232329.0,2024-08-05
118,Broadcom,AVGO,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,5.0,yes,no,no,yes,no,no,20000,614223.1,35819.0,7.9,14082.0,22.5,72861.0,Hock E. Tan,U.S.,Palo Alto,California,https://www.broadcom.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of July 15, 2024.",797940.0,2024-08-05
119,US Foods Holding,USFD,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-2.0,no,yes,no,yes,no,no,30000,13217.4,35597.0,4.5,506.0,90.9,13187.0,David E. Flitman,U.S.,Rosemont,Illinois,https://www.usfoods.com,Public,"Market value as of July 15, 2024.",12829.0,2024-08-05
120,D.R. Horton,DHI,Engineering & Construction,Homebuilders,yes,no,no,yes,0.0,no,no,no,yes,yes,no,13450,54600.5,35460.4,5.9,4745.7,-19.0,32582.4,Paul J. Romanowski,U.S.,Arlington,Texas,https://www.drhorton.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",50108.0,2024-08-05
121,Philip Morris International,PM,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,7.0,yes,no,no,yes,no,no,82700,142428.0,35174.0,10.7,7813.0,-13.6,65304.0,Jacek Olczak,U.S.,Stamford,Connecticut,https://www.pmi.com,Public,"Excise taxes have been deducted. Market value as of July 15, 2024.",163337.0,2024-08-05
122,Paccar,PCAR,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,18.0,yes,no,no,no,no,no,32400,64919.7,35127.4,21.9,4600.8,52.8,40823.4,R. Preston Feight,U.S.,Bellevue,Washington,https://www.paccar.com,Public,"Market value as of July 15, 2024.",54799.0,2024-08-05
123,Salesforce,CRM,Technology,Computer Software,yes,yes,no,no,10.0,yes,no,no,yes,yes,yes,72682,292144.6,34857.0,11.2,4136.0,1888.5,99823.0,Marc R. Benioff,U.S.,San Francisco,California,https://www.salesforce.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of July 15, 2024.",245021.0,2024-08-05
124,Nucor,NUE,Materials,Metals,yes,no,no,yes,-22.0,no,yes,no,yes,yes,no,32000,47492.0,34713.5,-16.4,4524.8,-40.5,35340.5,Leon J. Topalian,U.S.,Charlotte,North Carolina,https://www.nucor.com,Public,"Market value as of July 15, 2024.",39530.0,2024-08-05
125,Jabil,JBL,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-4.0,no,yes,no,yes,yes,no,236000,17084.7,34702.0,3.7,818.0,-17.9,19424.0,Michael K. Dastoor,U.S.,St. Petersburg,Florida,https://www.jabil.com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Market value as of July 15, 2024.",13080.0,2024-08-05
126,Lennar,LEN,Engineering & Construction,Homebuilders,yes,no,no,yes,-7.0,no,yes,no,yes,yes,no,12284,47374.8,34233.4,1.7,3938.5,-14.6,39234.3,Jonathan M. Jaffe/Stuart A. Miller,U.S.,Miami,Florida,https://www.lennar.com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of July 15, 2024.",43389.0,2024-08-05
127,Eli Lilly,LLY,Health Care,Pharmaceuticals,yes,no,no,yes,15.0,yes,no,no,no,yes,no,43000,739658.0,34124.1,19.6,5240.4,-16.1,64006.3,David A. Ricks,U.S.,Indianapolis,Indiana,https://www.lilly.com,Public,"Market value as of July 15, 2024.",903322.0,2024-08-05
128,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-2.0,no,yes,no,yes,yes,no,18000,24068.0,34072.0,6.6,1091.0,37.8,14892.0,Joseph M. Zubretsky,U.S.,Long Beach,California,https://www.molinahealthcare.com,Public,"Market value as of July 15, 2024.",16755.0,2024-08-05
129,Cummins,CMI,Industrials,Industrial Machinery,yes,no,yes,yes,17.0,yes,no,no,no,yes,no,75500,41798.1,34065.0,21.3,735.0,-65.8,32005.0,Jennifer Rumsey,U.S.,Columbus,Indiana,https://www.cummins.com,Public,"Market value as of July 15, 2024.",39520.0,2024-08-05
130,Bank of New York Mellon,BK,Financials,Commercial Banks,yes,no,no,yes,71.0,yes,no,no,no,yes,no,53400,43380.4,33805.0,69.1,3286.0,27.7,409953.0,Robin Vince,U.S.,New York,New York,https://www.bnymellon.com,Public,"Market value as of July 15, 2024.",49139.0,2024-08-05
131,Netflix,NFLX,Media,Entertainment,yes,no,no,yes,-2.0,no,yes,no,yes,yes,no,13000,262827.9,33723.3,6.7,5408.0,20.4,48732.0,Ted Sarandos/Gregory K. Peters,U.S.,Los Gatos,California,https://www.netflix.com,Public,"Market value as of July 15, 2024.",282865.0,2024-08-05
132,Truist Financial,TFC,Financials,Commercial Banks,no,no,no,no,25.0,yes,no,no,no,no,no,49935,52022.4,33246.0,31.1,-1091.0,-117.4,535349.0,William H. Rogers Jr.,U.S.,Charlotte,North Carolina,https://www.truist.com,Public,"Market value as of July 15, 2024.",55397.0,2024-08-05
133,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,no,-24.0,no,yes,no,yes,yes,no,22100,6988.1,33107.1,-10.8,903.5,-36.7,21726.2,Sean J. Kerins,U.S.,Centennial,Colorado,https://www.arrow.com,Public,"Market value as of July 15, 2024.",6525.0,2024-08-05
134,3M,MMM,Chemicals,Chemicals,no,no,no,no,-18.0,no,yes,no,yes,yes,no,85000,58695.0,32681.0,-4.5,-6995.0,-221.1,50580.0,William M. Brown,U.S.,St. Paul,Minnesota,https://www.3m.com,Public,"Market value as of July 15, 2024.",56841.0,2024-08-05
135,Visa,V,Business Services,Financial Data Services,yes,no,no,yes,2.0,yes,no,no,no,yes,yes,28800,560847.5,32653.0,11.4,17273.0,15.5,90499.0,Ryan McInerney,U.S.,San Francisco,California,https://www.visa.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of July 15, 2024.",551134.0,2024-08-05
136,Apollo Global Management,APO,Financials,Securities,yes,yes,no,yes,220.0,yes,no,no,no,no,no,6855,63889.7,32644.0,180.8,5047.0,,313488.0,Marc Rowan,U.S.,New York,New York,https://www.apollo.com,Public,"Market value as of July 15, 2024.",69703.0,2024-08-05
137,HF Sinclair,DINO,Energy,Petroleum Refining,yes,no,no,no,-30.0,no,yes,no,yes,no,no,5218,11987.6,31964.4,-16.3,1589.7,-45.6,17716.3,Tim Go,U.S.,Dallas,Texas,https://www.hfsinclair.com,Public,"Excise taxes have been deducted. Market value as of March 28, 2024.",11988.0,2024-06-04
138,CBRE Group,CBRE,Financials,Real estate,yes,no,no,yes,-3.0,no,yes,no,no,yes,no,130000,29725.9,31949.0,3.6,986.0,-29.9,22548.0,Robert E. Sulentic,U.S.,Dallas,Texas,https://www.cbre.com,Public,"Market value as of March 28, 2024.",29726.0,2024-06-04
139,PNC Financial Services Group,PNC,Financials,Commercial Banks,yes,no,no,no,29.0,yes,no,no,no,yes,no,55612,64291.8,31882.0,35.4,5578.0,-7.7,561580.0,William S. Demchak,U.S.,Pittsburgh,Pennsylvania,https://www.pnc.com,Public,"Market value as of March 28, 2024.",64292.0,2024-06-04
140,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",yes,no,no,yes,5.0,yes,no,no,no,no,no,25051,8283.0,31310.9,10.6,1000.8,-20.0,19632.5,Bryan B. DeBoer,U.S.,Medford,Oregon,https://investors.lithiadriveway.com,Public,"Market value as of March 28, 2024.",8283.0,2024-06-04
141,CarMax,KMX,Retailing,"Automotive Retailing, Services",yes,no,no,no,-17.0,no,yes,no,yes,no,yes,30621,13756.5,31126.4,-6.2,484.8,-57.9,26182.7,William D. Nash,U.S.,Richmond,Virginia,https://www.carmax.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of March 28, 2024.",13757.0,2024-06-04
142,Paramount Global,PARA,Media,Entertainment,no,no,no,no,-8.0,no,yes,no,yes,no,no,24150,8099.0,30610.0,-2.3,-608.0,-155.1,53543.0,George Cheeks/Chris McCarthy/Brian Robbins,U.S.,New York,New York,https://www.paramount.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",8099.0,2024-06-04
143,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,no,no,no,yes,1.0,yes,no,no,no,no,no,138860,29024.4,30603.8,8.0,-998.4,-161.8,22023.5,Richard W. Dreiling,U.S.,Chesapeake,Virginia,https://www.dollartree.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",29024.0,2024-06-04
144,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,-5.0,no,yes,no,no,no,no,29455,682.9,30272.0,4.6,24.0,-90.3,7394.0,Sandy Douglas,U.S.,Providence,Rhode Island,https://www.unfi.com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",683.0,2024-06-04
145,PayPal Holdings,PYPL,Business Services,Financial Data Services,yes,no,no,no,3.0,yes,no,no,no,yes,no,27200,71796.0,29771.0,8.2,4246.0,75.5,82166.0,Alex Chriss,U.S.,San Jose,California,https://www.paypal.com,Public,"Market value as of March 28, 2024.",71796.0,2024-06-04
146,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",yes,no,no,yes,1.0,yes,no,no,no,yes,no,28000,10861.0,29527.4,6.2,1053.2,-23.7,15671.5,Roger S. Penske,U.S.,Bloomfield Hills,Michigan,https://www.penskeautomotive.com,Public,"Market value as of March 28, 2024.",10861.0,2024-06-04
147,Hewlett Packard Enterprise,HPE,Technology,"Computers, Office Equipment",yes,no,no,yes,-4.0,no,yes,no,no,yes,yes,62000,23049.0,29135.0,2.2,2025.0,133.3,57153.0,Antonio F. Neri,U.S.,Spring,Texas,https://www.hpe.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",23049.0,2024-06-04
148,Duke Energy,DUK,Energy,Utilities: Gas and Electric,yes,no,yes,no,-7.0,no,yes,no,no,yes,no,27037,74607.9,28932.0,0.5,2841.0,11.4,176893.0,Lynn J. Good,U.S.,Charlotte,North Carolina,https://www.duke-energy.com,Public,"Excise taxes have been deducted. Includes revenues from discontinued operations. Market value as of March 28, 2024.",74608.0,2024-06-04
149,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,-39.0,no,yes,no,yes,no,no,12570,57611.3,28918.0,-22.0,4696.0,-64.7,74008.0,Vicki A. Hollub,U.S.,Houston,Texas,https://www.oxy.com,Public,"Market value as of March 28, 2024.",57611.0,2024-06-04
150,NRG Energy,NRG,Energy,Energy,no,no,no,yes,-20.0,no,yes,no,yes,no,no,18131,14535.4,28823.0,-8.6,-202.0,-116.5,26038.0,Lawrence S. Coben,U.S.,Houston,Texas,https://www.nrg.com,Public,"Market value as of March 28, 2024.",14535.0,2024-06-04
151,Amgen,AMGN,Health Care,Pharmaceuticals,yes,no,no,yes,3.0,yes,no,no,no,yes,no,26700,152372.5,28190.0,7.1,6717.0,2.5,97154.0,Robert A. Bradway,U.S.,Thousand Oaks,California,https://www.amgen.com,Public,"Market value as of March 28, 2024.",152373.0,2024-06-04
